           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -1.48465845454e-01  -1.04381630921e-01   4.40842145326e-02
   1.00000000000e-01  -1.48465845454e-01  -1.44057424000e-01   4.40842145338e-03
   1.00000000000e-02  -1.48465845454e-01  -1.48025003308e-01   4.40842145843e-04
   1.00000000000e-03  -1.48465845454e-01  -1.48421761231e-01   4.40842224832e-05
   1.00000000000e-04  -1.48465845454e-01  -1.48461436834e-01   4.40861965231e-06
   1.00000000000e-05  -1.48465845454e-01  -1.48465404864e-01   4.40589303569e-07
   1.00000000000e-06  -1.48465845454e-01  -1.48465799307e-01   4.61464918500e-08
   1.00000000000e-07  -1.48465845454e-01  -1.48465688632e-01   1.56821849617e-07
   1.00000000000e-08  -1.48465845454e-01  -1.48465661987e-01   1.83467202208e-07
