           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00   2.58678708639e+01   2.15395130883e+03   2.12808343796e+03
   1.00000000000e-01   2.58678708639e+01   3.52429808402e+01   9.37510997622e+00
   1.00000000000e-02   2.58678708639e+01   2.67900810514e+01   9.22210187425e-01
   1.00000000000e-03   2.58678708639e+01   2.59598840347e+01   9.20131707591e-02
   1.00000000000e-04   2.58678708639e+01   2.58770819562e+01   9.21109224984e-03
   1.00000000000e-05   2.58678708639e+01   2.58687881797e+01   9.17315704296e-04
   1.00000000000e-06   2.58678708639e+01   2.58679762055e+01   1.05341571924e-04
   1.00000000000e-07   2.58678708639e+01   2.58681046716e+01   2.33807698550e-04
   1.00000000000e-08   2.58678708639e+01   2.58804789155e+01   1.26080515504e-02
   1.00000000000e-09   2.58678708639e+01   2.56509338215e+01   2.16937042493e-01
   1.00000000000e-10   2.58678708639e+01   2.55965915130e+01   2.71279350924e-01
   1.00000000000e-11   2.58678708639e+01   2.27373675443e+01   3.13050331962e+00
