           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -2.19974301509e-01  -1.23196914860e-01   9.67773866484e-02
   1.00000000000e-01  -2.19974301509e-01  -2.10296562844e-01   9.67773866500e-03
   1.00000000000e-02  -2.19974301509e-01  -2.19006527640e-01   9.67773868441e-04
   1.00000000000e-03  -2.19974301509e-01  -2.19877524105e-01   9.67774037972e-05
   1.00000000000e-04  -2.19974301509e-01  -2.19964623605e-01   9.67790408737e-06
   1.00000000000e-05  -2.19974301509e-01  -2.19973334332e-01   9.67176115141e-07
   1.00000000000e-06  -2.19974301509e-01  -2.19974216648e-01   8.48610607895e-08
   1.00000000000e-07  -2.19974301509e-01  -2.19974135851e-01   1.65657541434e-07
   1.00000000000e-08  -2.19974301509e-01  -2.19973726734e-01   5.74774725981e-07
   1.00000000000e-09  -2.19974301509e-01  -2.19973816940e-01   4.84569105258e-07
   1.00000000000e-10  -2.19974301509e-01  -2.19668727652e-01   3.05573856272e-04
   1.00000000000e-11  -2.19974301509e-01  -2.17914575273e-01   2.05972623518e-03
