           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -4.47438600850e+07  -4.04712047874e+07   4.27265529754e+06
   1.00000000000e-01  -4.47438600850e+07  -4.43106885123e+07   4.33171572712e+05
   1.00000000000e-02  -4.47438600850e+07  -4.47004677307e+07   4.33923543074e+04
   1.00000000000e-03  -4.47438600850e+07  -4.47395200817e+07   4.34000324539e+03
   1.00000000000e-04  -4.47438600850e+07  -4.47434260675e+07   4.34017442979e+02
   1.00000000000e-05  -4.47438600850e+07  -4.47438167647e+07   4.33203213587e+01
   1.00000000000e-06  -4.47438600850e+07  -4.47438559681e+07   4.11685638130e+00
   1.00000000000e-07  -4.47438600850e+07  -4.47438615561e+07   1.47107906640e+00
   1.00000000000e-08  -4.47438600850e+07  -4.47439551353e+07   9.50503713638e+01
