           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -4.39698453426e-05  -2.14894071525e-04   1.70924226183e-04
   1.00000000000e-01  -4.39698453426e-05  -6.20919914429e-05   1.81221461003e-05
   1.00000000000e-02  -4.39698453426e-05  -4.57788687292e-05   1.80902338659e-06
   1.00000000000e-03  -4.39698453426e-05  -4.41506387387e-05   1.80793396083e-07
   1.00000000000e-04  -4.39698453426e-05  -4.39874512205e-05   1.76058778966e-08
   1.00000000000e-05  -4.39698453426e-05  -4.39667671194e-05   3.07822323669e-09
   1.00000000000e-06  -4.39698453426e-05  -4.39610791346e-05   8.76620804207e-09
   1.00000000000e-07  -4.39698453426e-05  -4.42237999693e-05   2.53954626629e-07
   1.00000000000e-08  -4.39698453426e-05  -4.49058758928e-05   9.36030550148e-07
   1.00000000000e-09  -4.39698453426e-05  -7.62714544300e-06   3.63426998996e-05
   1.00000000000e-10  -4.39698453426e-05   2.86953620587e-04   3.30923465930e-04
   1.00000000000e-11  -4.39698453426e-05   5.96614771475e-04   6.40584616818e-04
