           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -3.67147290731e-03  -4.37321787265e-04   3.23415112005e-03
   1.00000000000e-01  -3.67147290731e-03  -3.30797482408e-03   3.63498083232e-04
   1.00000000000e-02  -3.67147290731e-03  -3.63453678411e-03   3.69361232033e-05
   1.00000000000e-03  -3.67147290731e-03  -3.66777286557e-03   3.70004174270e-06
   1.00000000000e-04  -3.67147290731e-03  -3.67110024733e-03   3.72659976747e-07
   1.00000000000e-05  -3.67147290731e-03  -3.67142106023e-03   5.18470866053e-08
   1.00000000000e-06  -3.67147290731e-03  -3.67330536821e-03   1.83246090082e-06
   1.00000000000e-07  -3.67147290731e-03  -3.66766096660e-03   3.81194071195e-06
   1.00000000000e-08  -3.67147290731e-03  -3.65615732134e-03   1.53155859705e-05
   1.00000000000e-09  -3.67147290731e-03  -3.54267309932e-03   1.28799807990e-04
   1.00000000000e-10  -3.67147290731e-03  -3.51552120748e-03   1.55951699836e-04
   1.00000000000e-11  -3.67147290731e-03   2.05460648495e-03   5.72607939226e-03
