           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -1.64025009636e+02  -1.44769606723e+02   1.92554029127e+01
   1.00000000000e-01  -1.64025009636e+02  -1.62042977994e+02   1.98203164162e+00
   1.00000000000e-02  -1.64025009636e+02  -1.63826236217e+02   1.98773418464e-01
   1.00000000000e-03  -1.64025009636e+02  -1.64005126586e+02   1.98830498218e-02
   1.00000000000e-04  -1.64025009636e+02  -1.64023021274e+02   1.98836190722e-03
   1.00000000000e-05  -1.64025009636e+02  -1.64024810783e+02   1.98852637567e-04
   1.00000000000e-06  -1.64025009636e+02  -1.64024989715e+02   1.99209236769e-05
   1.00000000000e-07  -1.64025009636e+02  -1.64025005915e+02   3.72054930153e-06
   1.00000000000e-08  -1.64025009636e+02  -1.64025021832e+02   1.21956079795e-05
   1.00000000000e-09  -1.64025009636e+02  -1.64024811511e+02   1.98125041805e-04
   1.00000000000e-10  -1.64025009636e+02  -1.64025664162e+02   6.54526241107e-04
   1.00000000000e-11  -1.64025009636e+02  -1.64027369465e+02   2.35982880693e-03
   1.00000000000e-12  -1.64025009636e+02  -1.63936419995e+02   8.85896413704e-02
