           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -3.27437397535e+04  -2.75833029515e+04   5.16043680195e+03
   1.00000000000e-01  -3.27437397535e+04  -3.22760196248e+04   4.67720128697e+02
   1.00000000000e-02  -3.27437397535e+04  -3.26975042005e+04   4.62355529966e+01
   1.00000000000e-03  -3.27437397535e+04  -3.27391216156e+04   4.61813789339e+00
   1.00000000000e-04  -3.27437397535e+04  -3.27432780110e+04   4.61742464224e-01
   1.00000000000e-05  -3.27437397535e+04  -3.27436935135e+04   4.62400280012e-02
   1.00000000000e-06  -3.27437397535e+04  -3.27437340966e+04   5.65691921656e-03
   1.00000000000e-07  -3.27437397535e+04  -3.27437558008e+04   1.60472623429e-02
   1.00000000000e-08  -3.27437397535e+04  -3.27437439410e+04   4.18745143179e-03
   1.00000000000e-09  -3.27437397535e+04  -3.27439338434e+04   1.94089945162e-01
   1.00000000000e-10  -3.27437397535e+04  -3.27636371367e+04   1.98973831644e+01
   1.00000000000e-11  -3.27437397535e+04  -3.29571776092e+04   2.13437855702e+02
