           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -6.65063949072e-05  -6.51473991574e-05   1.35899574974e-06
   1.00000000000e-01  -6.65063949072e-05  -6.63703058290e-05   1.36089078142e-07
   1.00000000000e-02  -6.65063949072e-05  -6.64927395699e-05   1.36553372185e-08
   1.00000000000e-03  -6.65063949072e-05  -6.65050590987e-05   1.33580848806e-09
   1.00000000000e-04  -6.65063949072e-05  -6.65045281345e-05   1.86677264959e-09
   1.00000000000e-05  -6.65063949072e-05  -6.64940963402e-05   1.22985669668e-08
   1.00000000000e-06  -6.65063949072e-05  -6.63544497126e-05   1.51945194562e-07
   1.00000000000e-07  -6.65063949072e-05  -6.51066700552e-05   1.39972485194e-06
   1.00000000000e-08  -6.65063949072e-05  -3.49914541786e-05   3.15149407285e-05
   1.00000000000e-09  -6.65063949072e-05   2.04003480775e-04   2.70509875682e-04
   1.00000000000e-10  -6.65063949072e-05   2.79165579542e-03   2.85816219033e-03
   1.00000000000e-11  -6.65063949072e-05   1.14991349776e-02   1.15656413725e-02
