           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -1.84740109272e+08  -1.19464761348e+08   6.52753479241e+07
   1.00000000000e-01  -1.84740109272e+08  -1.77294290512e+08   7.44581875974e+06
   1.00000000000e-02  -1.84740109272e+08  -1.83986044428e+08   7.54064844121e+05
   1.00000000000e-03  -1.84740109272e+08  -1.84664607725e+08   7.55015463632e+04
   1.00000000000e-04  -1.84740109272e+08  -1.84732558181e+08   7.55109054860e+03
   1.00000000000e-05  -1.84740109272e+08  -1.84739354432e+08   7.54840205312e+02
   1.00000000000e-06  -1.84740109272e+08  -1.84740036845e+08   7.24266272783e+01
   1.00000000000e-07  -1.84740109272e+08  -1.84740149379e+08   4.01069420576e+01
   1.00000000000e-08  -1.84740109272e+08  -1.84740450978e+08   3.41706444621e+02
