           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00   1.01331789582e-01   1.18080698858e-01   1.67489092764e-02
   1.00000000000e-01   1.01331789582e-01   1.03021213430e-01   1.68942384820e-03
   1.00000000000e-02   1.01331789582e-01   1.01500710116e-01   1.68920533654e-04
   1.00000000000e-03   1.01331789582e-01   1.01348695871e-01   1.69062892618e-05
   1.00000000000e-04   1.01331789582e-01   1.01333574776e-01   1.78519377497e-06
   1.00000000000e-05   1.01331789582e-01   1.01331890079e-01   1.00496948471e-07
   1.00000000000e-06   1.01331789582e-01   1.01365969840e-01   3.41802581837e-05
   1.00000000000e-07   1.01331789582e-01   1.01463939473e-01   1.32149890590e-04
   1.00000000000e-08   1.01331789582e-01   1.02751940290e-01   1.42015070770e-03
   1.00000000000e-09   1.01331789582e-01   1.11938902592e-01   1.06071130097e-02
   1.00000000000e-10   1.01331789582e-01  -4.01811917072e-02   1.41512981289e-01
   1.00000000000e-11   1.01331789582e-01   8.82494077814e-01   7.81162288232e-01
