           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -1.15186116206e-02  -4.42372166359e-03   7.09488995702e-03
   1.00000000000e-01  -1.15186116206e-02  -1.06624908821e-02   8.56120738479e-04
   1.00000000000e-02  -1.15186116206e-02  -1.14307235690e-02   8.78880515673e-05
   1.00000000000e-03  -1.15186116206e-02  -1.15097973743e-02   8.81424631089e-06
   1.00000000000e-04  -1.15186116206e-02  -1.15177169754e-02   8.94645169338e-07
   1.00000000000e-05  -1.15186116206e-02  -1.15184037891e-02   2.07831507840e-07
   1.00000000000e-06  -1.15186116206e-02  -1.15187195615e-02   1.07940900383e-07
   1.00000000000e-07  -1.15186116206e-02  -1.15287379643e-02   1.01263436744e-05
   1.00000000000e-08  -1.15186116206e-02  -1.14855319699e-02   3.30796506634e-05
   1.00000000000e-09  -1.15186116206e-02  -1.18988152664e-02   3.80203645811e-04
   1.00000000000e-10  -1.15186116206e-02  -8.71372418665e-03   2.80488743396e-03
   1.00000000000e-11  -1.15186116206e-02  -1.68517977350e-02   5.33318611442e-03
