           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00   2.43361079615e+05   1.06374265144e+06   8.20381571830e+05
   1.00000000000e-01   2.43361079615e+05   3.22683103987e+05   7.93220243713e+04
   1.00000000000e-02   2.43361079615e+05   2.51274838656e+05   7.91375904086e+03
   1.00000000000e-03   2.43361079615e+05   2.44152281068e+05   7.91201453028e+02
   1.00000000000e-04   2.43361079615e+05   2.43440197995e+05   7.91183796950e+01
   1.00000000000e-05   2.43361079615e+05   2.43368990999e+05   7.91138347759e+00
   1.00000000000e-06   2.43361079615e+05   2.43361867033e+05   7.87417707616e-01
   1.00000000000e-07   2.43361079615e+05   2.43361126631e+05   4.70162607962e-02
   1.00000000000e-08   2.43361079615e+05   2.43360921741e+05   1.57874705619e-01
   1.00000000000e-09   2.43361079615e+05   2.43358314037e+05   2.76557791457e+00
   1.00000000000e-10   2.43361079615e+05   2.43335962296e+05   2.51173197053e+01
   1.00000000000e-11   2.43361079615e+05   2.43075191975e+05   2.85887640598e+02
