           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -8.18593493838e+03  -6.89582573789e+03   1.29010920049e+03
   1.00000000000e-01  -8.18593493838e+03  -8.06900490620e+03   1.16930032177e+02
   1.00000000000e-02  -8.18593493838e+03  -8.17437605008e+03   1.15588882947e+01
   1.00000000000e-03  -8.18593493838e+03  -8.18478040356e+03   1.15453481704e+00
   1.00000000000e-04  -8.18593493838e+03  -8.18581949836e+03   1.15440017914e-01
   1.00000000000e-05  -8.18593493838e+03  -8.18592338965e+03   1.15487291696e-02
   1.00000000000e-06  -8.18593493838e+03  -8.18593373151e+03   1.20686491573e-03
   1.00000000000e-07  -8.18593493838e+03  -8.18593473014e+03   2.08239734093e-04
   1.00000000000e-08  -8.18593493838e+03  -8.18592907308e+03   5.86529677912e-03
   1.00000000000e-09  -8.18593493838e+03  -8.18592343421e+03   1.15041639301e-02
   1.00000000000e-10  -8.18593493838e+03  -8.18632543087e+03   3.90492494253e-01
   1.00000000000e-11  -8.18593493838e+03  -8.17963154987e+03   6.30338851080e+00
