           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00   5.24541824631e-05   7.65277314885e-05   2.40735490254e-05
   1.00000000000e-01   5.24541824631e-05   5.48354056227e-05   2.38122315957e-06
   1.00000000000e-02   5.24541824631e-05   5.26919215892e-05   2.37739126042e-07
   1.00000000000e-03   5.24541824631e-05   5.24781053335e-05   2.39228703693e-08
   1.00000000000e-04   5.24541824631e-05   5.24563330967e-05   2.15063357808e-09
   1.00000000000e-05   5.24541824631e-05   5.24576354577e-05   3.45299457490e-09
   1.00000000000e-06   5.24541824631e-05   5.24605428542e-05   6.36039112064e-09
   1.00000000000e-07   5.24541824631e-05   5.24041227079e-05   5.00597552120e-08
   1.00000000000e-08   5.24541824631e-05   7.38367700315e-05   2.13825875684e-05
   1.00000000000e-09   5.24541824631e-05   2.09790518291e-04   1.57336335828e-04
   1.00000000000e-10   5.24541824631e-05   1.32956146093e-03   1.27710727846e-03
   1.00000000000e-11   5.24541824631e-05   1.33677791059e-02   1.33153249234e-02
   1.00000000000e-12   5.24541824631e-05   2.03954908518e-01   2.03902454335e-01
   1.00000000000e-13   5.24541824631e-05  -1.78926318206e+00   1.78931563624e+00
   1.00000000000e-14   5.24541824631e-05  -2.87755930195e+00   2.87761175613e+00
