           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00   3.67147308458e-03   4.37321788222e-04   3.23415129636e-03
   1.00000000000e-01   3.67147308458e-03   3.30797483602e-03   3.63498248554e-04
   1.00000000000e-02   3.67147308458e-03   3.63453690132e-03   3.69361832569e-05
   1.00000000000e-03   3.67147308458e-03   3.66777432903e-03   3.69875554683e-06
   1.00000000000e-04   3.67147308458e-03   3.67110882915e-03   3.64255426361e-07
   1.00000000000e-05   3.67147308458e-03   3.67155490455e-03   8.18199724795e-08
   1.00000000000e-06   3.67147308458e-03   3.67248353950e-03   1.01045491920e-06
   1.00000000000e-07   3.67147308458e-03   3.68405972395e-03   1.25866393747e-05
   1.00000000000e-08   3.67147308458e-03   3.80894205065e-03   1.37468966077e-04
   1.00000000000e-09   3.67147308458e-03   4.75774974973e-03   1.08627666515e-03
   1.00000000000e-10   3.67147308458e-03   1.21691545729e-02   8.49768148834e-03
   1.00000000000e-11   3.67147308458e-03   9.51461132104e-02   9.14746401258e-02
