           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -2.38406623541e+05   4.47707046076e+05   6.86113669617e+05
   1.00000000000e-01  -2.38406623541e+05  -1.37845328638e+05   1.00561294903e+05
   1.00000000000e-02  -2.38406623541e+05  -1.99002807924e+05   3.94038156165e+04
   1.00000000000e-03  -2.38406623541e+05  -2.38048510402e+05   3.58113138207e+02
   1.00000000000e-04  -2.38406623541e+05  -2.38370837569e+05   3.57859714117e+01
   1.00000000000e-05  -2.38406623541e+05  -2.38403028250e+05   3.59529090789e+00
   1.00000000000e-06  -2.38406623541e+05  -2.38403499126e+05   3.12441421417e+00
   1.00000000000e-07  -2.38406623541e+05  -2.38402187824e+05   4.43571639925e+00
   1.00000000000e-08  -2.38406623541e+05  -2.37786769867e+05   6.19853673705e+02
   1.00000000000e-09  -2.38406623541e+05  -2.37703323364e+05   7.03300176391e+02
   1.00000000000e-10  -2.38406623541e+05  -2.23815441132e+05   1.45911824091e+04
   1.00000000000e-11  -2.38406623541e+05   5.54323196411e+05   7.92729819952e+05
