Iteration Objective QOI2 QOI3 QOI4
31 3.363041849724357490e-07 0.0 0.0 0.0
31 3.363041849724357490e-07 0.0 0.0 0.0
31 3.363041849724357490e-07 0.0 0.0 0.0
32 3.778971045531598349e-07 0.0 0.0 0.0
32 3.778971045531598349e-07 0.0 0.0 0.0
32 3.778971045531598349e-07 0.0 0.0 0.0
32 3.778971045531598349e-07 0.0 0.0 0.0
32 3.778971045531598349e-07 0.0 0.0 0.0
32 3.778971045531598349e-07 0.0 0.0 0.0
32 3.778971045531598349e-07 0.0 0.0 0.0
32 3.778971045531598349e-07 0.0 0.0 0.0
33 3.830018796835421568e-07 0.0 0.0 0.0
33 3.830018796835421568e-07 0.0 0.0 0.0
33 3.830018796835421568e-07 0.0 0.0 0.0
33 3.830018796835421568e-07 0.0 0.0 0.0
33 3.830018796835421568e-07 0.0 0.0 0.0
33 3.830018796835421568e-07 0.0 0.0 0.0
33 3.830018796835421568e-07 0.0 0.0 0.0
33 3.830018796835421568e-07 0.0 0.0 0.0
34 3.714165832113813792e-07 0.0 0.0 0.0
34 3.714165832113813792e-07 0.0 0.0 0.0
34 3.714165832113813792e-07 0.0 0.0 0.0
34 3.714165832113813792e-07 0.0 0.0 0.0
34 3.714165832113813792e-07 0.0 0.0 0.0
34 3.714165832113813792e-07 0.0 0.0 0.0
34 3.714165832113813792e-07 0.0 0.0 0.0
34 3.714165832113813792e-07 0.0 0.0 0.0
35 3.714165832113813792e-07 0.0 0.0 0.0
35 3.714165832113813792e-07 0.0 0.0 0.0
35 3.714165832113813792e-07 0.0 0.0 0.0
35 3.714165832113813792e-07 0.0 0.0 0.0
35 3.714165832113813792e-07 0.0 0.0 0.0
35 3.714165832113813792e-07 0.0 0.0 0.0
35 3.714165832113813792e-07 0.0 0.0 0.0
35 3.714165832113813792e-07 0.0 0.0 0.0
36 3.059248513404000391e-07 0.0 0.0 0.0
36 3.059248513404000391e-07 0.0 0.0 0.0
36 3.059248513404000391e-07 0.0 0.0 0.0
36 3.059248513404000391e-07 0.0 0.0 0.0
36 3.059248513404000391e-07 0.0 0.0 0.0
36 3.059248513404000391e-07 0.0 0.0 0.0
36 3.059248513404000391e-07 0.0 0.0 0.0
36 3.059248513404000391e-07 0.0 0.0 0.0
37 3.059248513404000391e-07 0.0 0.0 0.0
37 3.059248513404000391e-07 0.0 0.0 0.0
37 3.059248513404000391e-07 0.0 0.0 0.0
37 3.059248513404000391e-07 0.0 0.0 0.0
37 3.059248513404000391e-07 0.0 0.0 0.0
37 3.059248513404000391e-07 0.0 0.0 0.0
37 3.059248513404000391e-07 0.0 0.0 0.0
37 3.059248513404000391e-07 0.0 0.0 0.0
38 3.059248513404000391e-07 0.0 0.0 0.0
38 3.059248513404000391e-07 0.0 0.0 0.0
38 3.059248513404000391e-07 0.0 0.0 0.0
38 3.059248513404000391e-07 0.0 0.0 0.0
38 3.059248513404000391e-07 0.0 0.0 0.0
38 3.059248513404000391e-07 0.0 0.0 0.0
38 3.059248513404000391e-07 0.0 0.0 0.0
38 3.059248513404000391e-07 0.0 0.0 0.0
39 3.059248513404000391e-07 0.0 0.0 0.0
39 3.059248513404000391e-07 0.0 0.0 0.0
39 3.059248513404000391e-07 0.0 0.0 0.0
39 3.059248513404000391e-07 0.0 0.0 0.0
39 3.059248513404000391e-07 0.0 0.0 0.0
39 3.059248513404000391e-07 0.0 0.0 0.0
39 3.059248513404000391e-07 0.0 0.0 0.0
39 3.059248513404000391e-07 0.0 0.0 0.0
40 3.059248513404000391e-07 0.0 0.0 0.0
40 3.059248513404000391e-07 0.0 0.0 0.0
40 3.059248513404000391e-07 0.0 0.0 0.0
40 3.059248513404000391e-07 0.0 0.0 0.0
40 3.059248513404000391e-07 0.0 0.0 0.0
40 3.059248513404000391e-07 0.0 0.0 0.0
40 3.059248513404000391e-07 0.0 0.0 0.0
40 3.059248513404000391e-07 0.0 0.0 0.0
41 3.059248513404000391e-07 0.0 0.0 0.0
41 3.059248513404000391e-07 0.0 0.0 0.0
41 3.059248513404000391e-07 0.0 0.0 0.0
41 3.059248513404000391e-07 0.0 0.0 0.0
41 3.059248513404000391e-07 0.0 0.0 0.0
41 3.059248513404000391e-07 0.0 0.0 0.0
41 3.059248513404000391e-07 0.0 0.0 0.0
41 3.059248513404000391e-07 0.0 0.0 0.0
42 3.059248513404000391e-07 0.0 0.0 0.0
42 3.059248513404000391e-07 0.0 0.0 0.0
42 3.059248513404000391e-07 0.0 0.0 0.0
42 3.059248513404000391e-07 0.0 0.0 0.0
42 3.059248513404000391e-07 0.0 0.0 0.0
42 3.059248513404000391e-07 0.0 0.0 0.0
42 3.059248513404000391e-07 0.0 0.0 0.0
42 3.059248513404000391e-07 0.0 0.0 0.0
43 3.059248513404000391e-07 0.0 0.0 0.0
43 3.059248513404000391e-07 0.0 0.0 0.0
43 3.059248513404000391e-07 0.0 0.0 0.0
43 3.059248513404000391e-07 0.0 0.0 0.0
43 3.059248513404000391e-07 0.0 0.0 0.0
43 3.059248513404000391e-07 0.0 0.0 0.0
43 3.059248513404000391e-07 0.0 0.0 0.0
43 3.059248513404000391e-07 0.0 0.0 0.0
44 3.059248513404000391e-07 0.0 0.0 0.0
44 3.059248513404000391e-07 0.0 0.0 0.0
44 3.059248513404000391e-07 0.0 0.0 0.0
44 3.059248513404000391e-07 0.0 0.0 0.0
44 3.059248513404000391e-07 0.0 0.0 0.0
44 3.059248513404000391e-07 0.0 0.0 0.0
44 3.059248513404000391e-07 0.0 0.0 0.0
44 3.059248513404000391e-07 0.0 0.0 0.0
45 3.059248513404000391e-07 0.0 0.0 0.0
45 3.059248513404000391e-07 0.0 0.0 0.0
45 3.059248513404000391e-07 0.0 0.0 0.0
45 3.059248513404000391e-07 0.0 0.0 0.0
45 3.059248513404000391e-07 0.0 0.0 0.0
45 3.059248513404000391e-07 0.0 0.0 0.0
45 3.059248513404000391e-07 0.0 0.0 0.0
45 3.059248513404000391e-07 0.0 0.0 0.0
46 3.059248513404000391e-07 0.0 0.0 0.0
46 3.059248513404000391e-07 0.0 0.0 0.0
46 3.059248513404000391e-07 0.0 0.0 0.0
46 3.059248513404000391e-07 0.0 0.0 0.0
46 3.059248513404000391e-07 0.0 0.0 0.0
46 3.059248513404000391e-07 0.0 0.0 0.0
46 3.059248513404000391e-07 0.0 0.0 0.0
46 3.059248513404000391e-07 0.0 0.0 0.0
47 3.059248513404000391e-07 0.0 0.0 0.0
47 3.059248513404000391e-07 0.0 0.0 0.0
47 3.059248513404000391e-07 0.0 0.0 0.0
47 3.059248513404000391e-07 0.0 0.0 0.0
47 3.059248513404000391e-07 0.0 0.0 0.0
47 3.059248513404000391e-07 0.0 0.0 0.0
47 3.059248513404000391e-07 0.0 0.0 0.0
47 3.059248513404000391e-07 0.0 0.0 0.0
48 3.059248513404000391e-07 0.0 0.0 0.0
48 3.059248513404000391e-07 0.0 0.0 0.0
48 3.059248513404000391e-07 0.0 0.0 0.0
48 3.059248513404000391e-07 0.0 0.0 0.0
48 3.059248513404000391e-07 0.0 0.0 0.0
48 3.059248513404000391e-07 0.0 0.0 0.0
48 3.059248513404000391e-07 0.0 0.0 0.0
48 3.059248513404000391e-07 0.0 0.0 0.0
49 3.714165832113813792e-07 0.0 0.0 0.0
49 3.714165832113813792e-07 0.0 0.0 0.0
49 3.714165832113813792e-07 0.0 0.0 0.0
49 3.714165832113813792e-07 0.0 0.0 0.0
49 3.714165832113813792e-07 0.0 0.0 0.0
49 3.714165832113813792e-07 0.0 0.0 0.0
49 3.714165832113813792e-07 0.0 0.0 0.0
49 3.714165832113813792e-07 0.0 0.0 0.0
50 3.059248513404000391e-07 0.0 0.0 0.0
50 3.059248513404000391e-07 0.0 0.0 0.0
50 3.059248513404000391e-07 0.0 0.0 0.0
50 3.059248513404000391e-07 0.0 0.0 0.0
50 3.059248513404000391e-07 0.0 0.0 0.0
50 3.059248513404000391e-07 0.0 0.0 0.0
50 3.059248513404000391e-07 0.0 0.0 0.0
50 3.059248513404000391e-07 0.0 0.0 0.0
51 3.714165832113813792e-07 0.0 0.0 0.0
51 3.714165832113813792e-07 0.0 0.0 0.0
51 3.714165832113813792e-07 0.0 0.0 0.0
51 3.714165832113813792e-07 0.0 0.0 0.0
51 3.714165832113813792e-07 0.0 0.0 0.0
51 3.714165832113813792e-07 0.0 0.0 0.0
51 3.714165832113813792e-07 0.0 0.0 0.0
51 3.714165832113813792e-07 0.0 0.0 0.0
