           Step size           grad'*dir           FD approx           abs error
           ---------           ---------           ---------           ---------
   1.00000000000e+00  -8.59236327834e+06  -7.62080589324e+06   9.71557385096e+05
   1.00000000000e-01  -8.59236327834e+06  -8.51357833522e+06   7.87849431159e+04
   1.00000000000e-02  -8.59236327834e+06  -8.58469109042e+06   7.67218791972e+03
   1.00000000000e-03  -8.59236327834e+06  -8.59159814349e+06   7.65134852748e+02
   1.00000000000e-04  -8.59236327834e+06  -8.59228678506e+06   7.64932803772e+01
   1.00000000000e-05  -8.59236327834e+06  -8.59235562049e+06   7.65785053000e+00
   1.00000000000e-06  -8.59236327834e+06  -8.59236245416e+06   8.24178008363e-01
   1.00000000000e-07  -8.59236327834e+06  -8.59236279503e+06   4.83313946053e-01
   1.00000000000e-08  -8.59236327834e+06  -8.59235357493e+06   9.70340743475e+00
